馬券種類,馬1,馬2,馬3,確率,確率順位,key,３連単オッズ,オッズ順位,期待値,期待値順位
三連単,6,4,15,0.0019%,3835,6-4-15,45346.2,775,0.8391619027,2003
三連単,17,2,5,0.0029%,3620,17-2-5,29377.1,1078,0.8373770862,2004
三連単,3,5,17,0.0059%,3062,3-5-17,14080.4,1587,0.8361462609,2005
三連単,17,9,2,0.0064%,2982,17-9-2,13022.8,1650,0.8361364361,2006
三連単,6,11,8,0.0012%,3972,6-11-8,71890.4,504,0.8352401747,2007
三連単,11,4,1,0.0279%,966,11-4-1,2986.3,2597,0.8337057088,2008
三連単,10,9,3,0.0115%,2239,10-9-3,7242,2078,0.8337031805,2009
三連単,11,1,17,0.0086%,2625,11-1-17,9611.4,1863,0.8300510944,2010
三連単,11,17,13,0.0056%,3116,11-17-13,14911.5,1537,0.8299006964,2011
三連単,7,3,15,0.0202%,1425,7-3-15,4105.1,2404,0.8277417473,2012
三連単,4,11,3,0.0249%,1123,4-11-3,3326.7,2524,0.8274566578,2013
三連単,1,15,9,0.0504%,329,1-15-9,1641.4,2860,0.8268567566,2014
三連単,11,9,14,0.0296%,887,11-9-14,2788.5,2625,0.8256063717,2015
三連単,14,4,13,0.0346%,694,14-4-13,2382.7,2707,0.825402337,2016
三連単,5,14,1,0.0231%,1258,5-14-1,3568.4,2485,0.8242946728,2017
三連単,3,14,8,0.0132%,2079,3-14-8,6266.8,2163,0.8241864256,2018
三連単,5,6,4,0.0029%,3617,5-6-4,28709.5,1104,0.8228499102,2019
三連単,14,7,1,0.0294%,900,14-7-1,2792,2624,0.8201831264,2020
三連単,14,3,17,0.0078%,2730,14-3-17,10452.1,1810,0.8201757156,2021
三連単,9,7,6,0.0116%,2228,9-7-6,7091,2090,0.8201376147,2022
三連単,11,6,14,0.0029%,3605,11-6-14,27982.6,1124,0.8192039553,2023
三連単,7,13,15,0.0368%,616,7-13-15,2226.2,2737,0.8182548281,2024
三連単,13,8,7,0.0261%,1055,13-8-7,3134.5,2569,0.817821376,2025
三連単,6,9,8,0.0030%,3580,6-9-8,26958.9,1156,0.8161018192,2026
三連単,1,7,17,0.0195%,1482,1-7-17,4176.9,2392,0.8156215179,2027
三連単,3,15,7,0.0150%,1880,3-15-7,5431.5,2244,0.8154016476,2028
三連単,6,11,10,0.0009%,4015,6-11-10,95080.9,369,0.8152438172,2029
三連単,2,12,14,0.0042%,3369,2-12-14,19434.1,1373,0.8134469021,2030
三連単,13,8,5,0.0240%,1194,13-8-5,3390.5,2514,0.8129672253,2031
三連単,10,3,9,0.0090%,2569,10-3-9,9050.6,1911,0.8122680652,2032
三連単,4,5,2,0.0358%,649,4-5-2,2270.8,2727,0.8119251489,2033
三連単,9,15,11,0.0198%,1451,9-15-11,4086.1,2408,0.8101037243,2034
三連単,1,14,7,0.0615%,200,1-14-7,1316.8,2932,0.8094200314,2035
三連単,17,9,13,0.0120%,2174,17-9-13,6709,2124,0.8073152907,2036
三連単,9,4,14,0.0378%,590,9-4-14,2134.3,2753,0.807271605,2037
三連単,1,5,14,0.0485%,360,1-5-14,1660.5,2850,0.8060089023,2038
三連単,11,3,6,0.0054%,3149,11-3-6,14987.3,1532,0.8030109176,2039
三連単,14,4,3,0.0225%,1303,14-4-3,3559.7,2488,0.801536532,2040
三連単,1,8,13,0.0511%,318,1-8-13,1566.7,2884,0.8010136602,2041
三連単,5,11,7,0.0144%,1939,5-11-7,5547.3,2231,0.800979798,2042
三連単,4,3,9,0.0505%,325,4-3-9,1582.4,2879,0.7995003596,2043
三連単,2,17,12,0.0019%,3830,2-17-12,42512.1,817,0.7962288098,2044
三連単,17,6,1,0.0012%,3969,17-6-1,66988.8,533,0.7931288406,2045
三連単,11,14,9,0.0243%,1167,11-14-9,3258.1,2542,0.7919104081,2046
三連単,4,2,14,0.0194%,1493,4-2-14,4076.7,2410,0.7912198653,2047
三連単,5,17,3,0.0035%,3511,5-17-3,22790,1259,0.791157561,2048
三連単,14,17,13,0.0069%,2890,14-17-13,11483.8,1746,0.7891543847,2049
三連単,13,12,1,0.0142%,1960,13-12-1,5540.4,2232,0.7888997325,2050
三連単,3,8,14,0.0116%,2229,3-8-14,6791.4,2113,0.7851775962,2051
三連単,13,12,3,0.0093%,2518,13-12-3,8437.5,1968,0.784790068,2052
三連単,11,14,1,0.0241%,1187,11-14-1,3252.1,2545,0.7828392379,2053
三連単,1,10,7,0.0147%,1915,1-10-7,5326.8,2255,0.7819116474,2054
三連単,3,13,12,0.0184%,1591,3-13-12,4255.3,2383,0.7818982377,2055
三連単,14,5,2,0.0167%,1741,14-5-2,4688.5,2332,0.781326905,2056
三連単,5,13,6,0.0094%,2503,5-13-6,8334.1,1977,0.7811065946,2057
三連単,11,14,2,0.0129%,2107,11-14-2,6044.1,2183,0.7801410993,2058
三連単,4,13,9,0.0921%,35,4-13-9,844.8,3080,0.7780537029,2059
三連単,17,14,3,0.0050%,3225,17-14-3,15431.9,1506,0.7758228834,2060
三連単,3,15,17,0.0048%,3255,3-15-17,16077.3,1484,0.7757650655,2061
三連単,5,7,14,0.0180%,1626,5-7-14,4296.6,2379,0.7755091922,2062
三連単,10,2,7,0.0046%,3296,10-2-7,16972.2,1461,0.774792031,2063
三連単,11,3,15,0.0121%,2170,11-3-15,6412.2,2153,0.7738999701,2064
三連単,6,13,8,0.0028%,3637,6-13-8,27806.6,1129,0.7738708614,2065
三連単,4,2,6,0.0070%,2873,4-2-6,11094.7,1772,0.7726352315,2066
三連単,5,10,13,0.0055%,3121,5-10-13,13903.3,1597,0.7707427504,2067
三連単,7,1,8,0.0334%,745,7-1-8,2305.1,2721,0.7701927781,2068
三連単,13,17,10,0.0038%,3435,13-17-10,20234.6,1334,0.7700542288,2069
三連単,1,6,15,0.0058%,3090,1-6-15,13337.1,1627,0.7698111561,2070
三連単,11,5,3,0.0164%,1759,11-5-3,4678.5,2334,0.7692369495,2071
三連単,13,5,10,0.0173%,1691,13-5-10,4445.7,2355,0.7689568198,2072
三連単,17,6,15,0.0008%,4025,17-6-15,101638.2,331,0.7689297139,2073
三連単,5,6,11,0.0020%,3789,5-6-11,38114.3,900,0.7661161835,2074
三連単,5,4,7,0.0280%,961,5-4-7,2727.4,2636,0.7649011265,2075
三連単,2,8,10,0.0053%,3158,2-8-10,14331.4,1576,0.7637341242,2076
三連単,7,2,10,0.0089%,2585,7-2-10,8576.6,1952,0.7635602088,2077
三連単,8,9,2,0.0200%,1438,8-9-2,3814.7,2450,0.7630224942,2078
三連単,11,3,7,0.0198%,1456,11-3-7,3856.3,2446,0.7624955318,2079
三連単,17,3,14,0.0048%,3265,17-3-14,15961.2,1486,0.7620238082,2080
三連単,7,14,13,0.0404%,537,7-14-13,1881.3,2799,0.7603359565,2081
三連単,17,2,4,0.0024%,3711,17-2-4,31807.6,1021,0.7601087703,2082
三連単,9,17,15,0.0061%,3044,9-17-15,12524.8,1687,0.7595655728,2083
三連単,1,6,17,0.0030%,3577,1-6-17,24978.8,1203,0.759186342,2084
三連単,11,2,10,0.0053%,3159,11-2-10,14239.1,1582,0.7587825313,2085
三連単,5,1,8,0.0192%,1511,5-1-8,3952.8,2424,0.7586150112,2086
三連単,5,10,1,0.0055%,3128,5-10-1,13751.9,1603,0.7585929971,2087
三連単,7,6,9,0.0062%,3020,7-6-9,12113,1712,0.7566831974,2088
三連単,11,9,4,0.0302%,864,11-9-4,2488.7,2687,0.7517365867,2089
三連単,11,10,1,0.0057%,3093,11-10-1,13003.7,1654,0.7475027537,2090
三連単,6,10,8,0.0005%,4061,6-10-8,160773.2,153,0.7470285512,2091
三連単,6,4,5,0.0028%,3635,6-4-5,26795.5,1159,0.7465769045,2092
三連単,13,4,8,0.0260%,1061,13-4-8,2870.9,2617,0.7462957583,2093
三連単,17,6,13,0.0012%,3967,17-6-13,62712.9,568,0.7461804379,2094
三連単,5,14,13,0.0232%,1248,5-14-13,3214.2,2553,0.7461519702,2095
三連単,14,2,15,0.0073%,2808,14-2-15,10198.9,1828,0.7456821545,2096
三連単,9,10,14,0.0078%,2736,9-10-14,9569.8,1868,0.7453042336,2097
三連単,2,10,12,0.0019%,3806,2-10-12,38279.3,896,0.7441762511,2098
三連単,11,7,9,0.0240%,1189,11-7-9,3095,2576,0.7435111048,2099
三連単,12,2,1,0.0110%,2309,12-2-1,6760.3,2117,0.7434119599,2100
三連単,14,13,15,0.0272%,999,14-13-15,2734.2,2635,0.7427332836,2101
三連単,14,6,2,0.0025%,3705,14-6-2,30282.6,1060,0.7424438562,2102
三連単,14,3,7,0.0244%,1160,14-3-7,3035.5,2583,0.7410854477,2103
三連単,5,13,15,0.0211%,1370,5-13-15,3507.5,2495,0.7405067093,2104
三連単,13,17,8,0.0052%,3194,13-17-8,14354.7,1574,0.7402306315,2105
三連単,17,13,11,0.0062%,3022,17-13-11,11885.1,1724,0.7400508551,2106
三連単,5,1,15,0.0157%,1816,5-1-15,4698.4,2331,0.7394595265,2107
三連単,6,15,14,0.0017%,3859,6-15-14,43992.6,793,0.7379029304,2108
三連単,8,3,13,0.0189%,1542,8-3-13,3893.6,2439,0.7361495323,2109
三連単,11,4,2,0.0150%,1882,11-4-2,4909.7,2308,0.7349657817,2110
三連単,11,1,15,0.0164%,1765,11-1-15,4477.2,2352,0.7342951289,2111
三連単,10,3,13,0.0089%,2578,10-3-13,8217.9,1984,0.7340494944,2112
三連単,6,7,15,0.0016%,3885,6-7-15,46539.6,757,0.7339593781,2113
三連単,9,6,10,0.0036%,3471,9-6-10,20096.6,1340,0.7333810745,2114
三連単,6,13,10,0.0021%,3775,6-13-10,35655.3,942,0.7323158841,2115
三連単,1,10,14,0.0111%,2302,1-10-14,6598.9,2137,0.7315160882,2116
三連単,9,8,3,0.0233%,1240,9-8-3,3128.9,2572,0.7305294817,2117
三連単,6,5,7,0.0027%,3640,6-5-7,26714.5,1161,0.7302234382,2118
三連単,1,7,15,0.0371%,609,1-7-15,1968,2787,0.7298030408,2119
三連単,3,15,6,0.0041%,3387,3-15-6,17936.1,1424,0.7296446054,2120
三連単,5,6,7,0.0037%,3453,5-6-7,19606.4,1361,0.7293585183,2121
三連単,7,5,4,0.0339%,722,7-5-4,2134.8,2752,0.7240585274,2122
三連単,17,11,13,0.0046%,3286,17-11-13,15650.4,1496,0.7227849908,2123
三連単,17,6,11,0.0007%,4037,17-6-11,107835.6,299,0.7221776536,2124
三連単,14,13,7,0.0445%,445,14-13-7,1622.4,2865,0.7220200626,2125
三連単,17,2,6,0.0008%,4016,17-2-6,85849.7,414,0.7215449417,2126
三連単,9,15,2,0.0188%,1552,9-15-2,3834.5,2449,0.7206640534,2127
三連単,11,3,5,0.0182%,1614,11-3-5,3963.4,2422,0.7202006364,2128
三連単,10,3,2,0.0048%,3266,10-3-2,15089.6,1519,0.7191667682,2129
三連単,3,10,15,0.0026%,3675,3-10-15,27894.4,1127,0.7184253322,2130
三連単,4,1,11,0.0385%,575,4-1-11,1867.8,2806,0.7183838126,2131
三連単,5,3,15,0.0116%,2226,5-3-15,6183.5,2169,0.7161638638,2132
三連単,11,13,6,0.0098%,2444,11-13-6,7326,2067,0.715514177,2133
三連単,11,4,13,0.0281%,960,11-4-13,2545.3,2679,0.7141077551,2134
三連単,4,7,2,0.0338%,726,4-7-2,2111.3,2758,0.7135368976,2135
三連単,3,12,2,0.0045%,3307,3-12-2,15903.8,1489,0.7124785242,2136
三連単,3,5,8,0.0138%,2020,3-5-8,5165,2272,0.7102900541,2137
三連単,4,13,1,0.0912%,38,4-13-1,777.3,3108,0.7089920892,2138
三連単,7,14,3,0.0263%,1041,7-14-3,2698.3,2642,0.7088450321,2139
三連単,1,6,7,0.0095%,2488,1-6-7,7474.6,2055,0.7068047675,2140
三連単,5,14,3,0.0151%,1878,5-14-3,4678.5,2334,0.7059511018,2141
三連単,9,13,10,0.0339%,721,9-13-10,2079.1,2764,0.7054387732,2142
三連単,13,14,10,0.0165%,1750,13-14-10,4255.3,2383,0.7038922745,2143
三連単,6,4,14,0.0023%,3728,6-4-14,30703.2,1051,0.7029723861,2144
三連単,8,13,3,0.0224%,1311,8-13-3,3137.8,2568,0.7029215188,2145
三連単,1,4,5,0.0655%,156,1-4-5,1072.6,3000,0.7027189657,2146
三連単,2,12,4,0.0043%,3355,2-12-4,16435.9,1471,0.7018576201,2147
三連単,14,2,8,0.0089%,2582,14-2-8,7867,2020,0.7013935004,2148
三連単,14,9,11,0.0262%,1049,14-9-11,2681.1,2647,0.7012766865,2149
三連単,10,13,1,0.0162%,1777,10-13-1,4328.2,2374,0.7012609586,2150
三連単,17,13,9,0.0111%,2298,17-13-9,6302.5,2160,0.7005420089,2151
三連単,1,10,5,0.0135%,2047,1-10-5,5192.3,2269,0.7004387649,2152
三連単,14,6,9,0.0046%,3288,14-6-9,15141.3,1516,0.699042767,2153
三連単,1,12,2,0.0156%,1829,1-12-2,4481.7,2350,0.6984761996,2154
三連単,2,12,5,0.0051%,3212,2-12-5,13709.3,1605,0.6982936908,2155
三連単,9,14,4,0.0333%,752,9-14-4,2095.8,2761,0.6973232638,2156
三連単,7,9,11,0.0354%,665,7-9-11,1963.2,2789,0.694804664,2157
三連単,17,1,11,0.0046%,3279,17-1-11,14936.7,1536,0.6933403661,2158
三連単,17,6,2,0.0006%,4040,17-6-2,109167,293,0.6930518748,2159
三連単,13,8,4,0.0201%,1430,13-8-4,3447.3,2511,0.6929805722,2160
三連単,6,8,9,0.0022%,3746,6-8-9,31693.6,1026,0.6923918876,2161
三連単,3,4,17,0.0066%,2952,3-4-17,10501.8,1805,0.6916969564,2162
三連単,4,1,9,0.0687%,127,4-1-9,1007.3,3024,0.6915882486,2163
三連単,11,17,3,0.0036%,3474,11-17-3,19098.3,1385,0.6908966716,2164
三連単,10,1,11,0.0068%,2905,10-1-11,10094.2,1834,0.6896324532,2165
三連単,8,6,2,0.0020%,3797,8-6-2,34813,956,0.6885254393,2166
三連単,6,17,5,0.0006%,4055,6-17-5,124542.6,239,0.6883520936,2167
三連単,1,6,5,0.0087%,2619,1-6-5,7895.1,2017,0.6861013186,2168
三連単,6,8,11,0.0012%,3958,6-8-11,55965.3,629,0.6849149249,2169
三連単,9,10,4,0.0079%,2717,9-10-4,8610,1948,0.6841079397,2170
三連単,10,2,4,0.0035%,3502,10-2-4,19434.1,1373,0.6835388977,2171
三連単,6,4,7,0.0030%,3579,6-4-7,22500,1267,0.682144055,2172
三連単,14,6,11,0.0026%,3670,14-6-11,26317,1171,0.6806351256,2173
三連単,10,6,3,0.0011%,3976,10-6-3,59746.8,597,0.6800943649,2174
三連単,17,9,3,0.0078%,2733,17-9-3,8677.6,1942,0.6787324398,2175
三連単,13,3,12,0.0172%,1698,13-3-12,3942.2,2428,0.6772485177,2176
三連単,6,7,17,0.0008%,4018,6-7-17,81124.1,446,0.673679438,2177
三連単,2,12,17,0.0018%,3844,2-12-17,37788.5,903,0.6731760989,2178
三連単,1,7,8,0.0452%,431,1-7-8,1485.3,2899,0.6716560426,2179
三連単,9,17,14,0.0075%,2778,9-17-14,8940.8,1920,0.6708425742,2180
三連単,1,10,6,0.0040%,3404,1-10-6,16842.9,1465,0.6699458791,2181
三連単,11,13,7,0.0360%,639,11-13-7,1851.8,2809,0.6674424889,2182
三連単,10,13,2,0.0087%,2620,10-13-2,7682.4,2037,0.6674243988,2183
三連単,9,5,11,0.0244%,1161,9-5-11,2735,2634,0.6673276583,2184
三連単,1,15,13,0.0501%,332,1-15-13,1329.7,2930,0.6666716743,2185
三連単,13,14,8,0.0224%,1308,13-14-8,2969.2,2601,0.6655209218,2186
三連単,9,10,6,0.0028%,3632,9-10-6,23706.5,1226,0.6624737611,2187
三連単,7,8,2,0.0187%,1566,7-8-2,3537,2490,0.6608475707,2188
三連単,9,3,10,0.0186%,1570,9-3-10,3545.5,2489,0.6599456307,2189
三連単,14,3,4,0.0188%,1549,14-3-4,3507.5,2495,0.6597623433,2190
三連単,11,13,15,0.0220%,1326,11-13-15,2997.4,2593,0.6594407074,2191
三連単,5,2,10,0.0051%,3208,5-2-10,12889.9,1664,0.6591505221,2192
三連単,11,10,3,0.0038%,3441,11-10-3,17509.9,1442,0.6574890816,2193
三連単,11,5,2,0.0135%,2046,11-5-2,4855.8,2312,0.6553723166,2194
三連単,14,6,1,0.0046%,3295,14-6-1,14308.2,1578,0.654218223,2195
三連単,17,6,9,0.0012%,3966,17-6-9,54583.5,645,0.6525380959,2196
三連単,7,4,3,0.0305%,855,7-4-3,2135.8,2751,0.6507172142,2197
三連単,10,13,3,0.0106%,2363,10-13-3,6140.6,2176,0.6498934692,2198
三連単,14,2,6,0.0032%,3540,14-2-6,20005.7,1345,0.6493434249,2199
三連単,1,14,4,0.0474%,384,1-14-4,1369.4,2923,0.6485392275,2200
三連単,17,3,11,0.0034%,3518,17-3-11,18975.3,1388,0.6481777155,2201
三連単,5,10,2,0.0030%,3599,5-10-2,21887.4,1286,0.6474006353,2202
三連単,6,10,12,0.0005%,4064,6-10-12,142621.4,189,0.6473131756,2203
三連単,7,6,1,0.0062%,3029,7-6-1,10452.1,1810,0.64664062,2204
三連単,2,5,12,0.0085%,2642,2-5-12,7570.6,2043,0.6444522481,2205
三連単,11,4,3,0.0182%,1605,11-4-3,3527.1,2491,0.6432149621,2206
三連単,17,2,7,0.0031%,3566,17-2-7,20708.4,1314,0.6423024687,2207
三連単,6,15,2,0.0011%,3977,6-15-2,56321.8,627,0.6407536009,2208
三連単,13,8,14,0.0197%,1463,13-8-14,3246.1,2547,0.6396068729,2209
三連単,9,15,1,0.0351%,677,9-15-1,1823.9,2819,0.6392817677,2210
三連単,17,2,14,0.0023%,3721,17-2-14,27291.7,1144,0.6392705214,2211
三連単,1,13,10,0.0483%,365,1-13-10,1319.7,2931,0.6373540836,2212
三連単,8,1,13,0.0257%,1081,8-1-13,2474.1,2690,0.6356504204,2213
三連単,10,1,9,0.0122%,2163,10-1-9,5207.6,2268,0.6351056966,2214
三連単,6,7,14,0.0020%,3802,6-7-14,32509.2,1008,0.6343156466,2215
三連単,11,1,5,0.0247%,1141,11-1-5,2560,2672,0.6321380656,2216
三連単,11,1,6,0.0073%,2818,11-1-6,8669.1,1943,0.6311875791,2217
三連単,14,7,13,0.0295%,891,14-7-13,2131.2,2754,0.6291657239,2218
三連単,14,1,4,0.0256%,1085,14-1-4,2459.6,2693,0.6286960196,2219
三連単,3,17,5,0.0037%,3448,3-17-5,16810.8,1466,0.6280212373,2220
三連単,1,11,17,0.0118%,2203,1-11-17,5317.2,2259,0.6272728928,2221
三連単,2,15,8,0.0071%,2850,2-15-8,8842.5,1926,0.6261510994,2222
三連単,5,10,3,0.0036%,3477,5-10-3,17372.3,1448,0.6259828979,2223
三連単,17,3,9,0.0061%,3039,17-3-9,10258.1,1822,0.6255110381,2224
三連単,3,9,10,0.0151%,1876,3-9-10,4132,2402,0.6239495626,2225
三連単,9,6,5,0.0061%,3037,9-6-5,10210.7,1826,0.6233967402,2226
三連単,3,8,11,0.0083%,2678,3-8-11,7531.9,2050,0.6230394957,2227
三連単,6,14,4,0.0020%,3787,6-14-4,30917.9,1046,0.6227083909,2228
三連単,6,14,15,0.0016%,3881,6-14-15,38953.8,885,0.6215614096,2229
三連単,6,17,10,0.0003%,4075,6-17-10,188138.8,103,0.6215401364,2230
三連単,7,11,9,0.0242%,1174,7-11-9,2560.8,2671,0.6209187044,2231
三連単,4,3,13,0.0503%,331,4-3-13,1234.6,2960,0.6208277853,2232
三連単,6,8,1,0.0022%,3749,6-8-1,28616.5,1107,0.6191472763,2233
三連単,11,14,13,0.0242%,1177,11-14-13,2555.6,2676,0.618225628,2234
三連単,9,15,3,0.0229%,1277,9-15-3,2696.7,2643,0.6174232145,2235
三連単,3,15,4,0.0116%,2227,3-15-4,5320.4,2258,0.6153863825,2236
三連単,11,2,8,0.0072%,2826,11-2-8,8518.8,1958,0.615119439,2237
三連単,2,15,17,0.0031%,3574,2-15-17,20096.6,1340,0.614509384,2238
三連単,17,11,3,0.0030%,3585,17-11-3,20468.8,1325,0.6144544012,2239
三連単,13,10,8,0.0054%,3150,13-10-8,11468.9,1748,0.6138767542,2240
三連単,7,4,13,0.0469%,391,7-4-13,1309.2,2934,0.6136547737,2241
三連単,14,7,3,0.0192%,1512,14-7-3,3195.7,2556,0.6132258349,2242
三連単,7,6,13,0.0062%,3024,7-6-13,9846.9,1847,0.6122155896,2243
三連単,10,6,2,0.0009%,4004,10-6-2,65500.2,546,0.6120275208,2244
三連単,7,13,14,0.0455%,428,7-13-14,1345.4,2926,0.6118226991,2245
三連単,17,1,9,0.0083%,2676,17-1-9,7374.9,2062,0.611097585,2246
三連単,7,3,14,0.0249%,1119,7-3-14,2447.4,2695,0.6105564708,2247
三連単,14,17,3,0.0045%,3311,14-17-3,13666.9,1607,0.6104638672,2248
三連単,3,11,10,0.0058%,3081,3-11-10,10514.3,1803,0.6093514283,2249
三連単,5,6,9,0.0036%,3481,5-6-9,16972.2,1461,0.6089861754,2250
三連単,9,17,6,0.0027%,3648,9-17-6,22557.4,1265,0.607300715,2251
三連単,1,8,3,0.0332%,754,1-8-3,1825.4,2818,0.6066325625,2252
三連単,6,12,2,0.0007%,4038,6-12-2,91160,386,0.6042017099,2253
三連単,15,2,1,0.0228%,1292,15-2-1,2650.6,2653,0.6030548018,2254
三連単,3,10,17,0.0014%,3937,3-10-17,44434.8,783,0.6026176749,2255
三連単,3,5,15,0.0113%,2274,3-5-15,5336.4,2253,0.6018130659,2256
三連単,13,7,10,0.0163%,1768,13-7-10,3669,2471,0.5998447912,2257
三連単,7,4,1,0.0466%,401,7-4-1,1285,2941,0.5993435241,2258
三連単,5,9,11,0.0203%,1412,5-9-11,2946.5,2605,0.5989789291,2259
三連単,8,5,2,0.0134%,2050,8-5-2,4450.1,2354,0.5982417422,2260
三連単,10,2,6,0.0012%,3956,10-2-6,48319.8,723,0.5977281246,2261
三連単,9,13,8,0.0460%,418,9-13-8,1299.6,2938,0.597502733,2262
三連単,6,9,10,0.0022%,3737,6-9-10,26714.5,1161,0.5968194701,2263
三連単,6,10,5,0.0006%,4052,6-10-5,104029.7,316,0.5968106243,2264
三連単,6,15,9,0.0021%,3756,6-15-9,27806.6,1129,0.5957067804,2265
三連単,11,6,2,0.0020%,3793,11-6-2,29974.6,1066,0.5951854374,2266
三連単,3,4,15,0.0125%,2140,3-4-15,4748.9,2320,0.594006399,2267
三連単,6,17,4,0.0005%,4062,6-17-4,128152.5,224,0.5938168046,2268
三連単,14,13,4,0.0343%,708,14-13-4,1727.7,2834,0.5923950995,2269
三連単,9,3,8,0.0252%,1105,9-3-8,2346.1,2712,0.5917297892,2270
三連単,6,17,7,0.0006%,4045,6-17-7,98250.3,354,0.5908911559,2271
三連単,8,3,1,0.0188%,1547,8-3-1,3138.9,2567,0.5905365145,2272
三連単,14,9,1,0.0462%,410,14-9-1,1275.6,2947,0.589862187,2273
三連単,11,2,17,0.0031%,3564,11-2-17,18894.2,1393,0.5891303403,2274
三連単,1,9,17,0.0307%,843,1-9-17,1916.4,2795,0.5890625173,2275
三連単,6,7,5,0.0024%,3714,6-7-5,24768.9,1208,0.5881172572,2276
三連単,13,1,12,0.0233%,1241,13-1-12,2518.5,2685,0.5879464153,2277
三連単,5,13,14,0.0261%,1051,5-13-14,2247.1,2731,0.5869532098,2278
三連単,1,4,7,0.0713%,108,1-4-7,821.7,3088,0.5857847538,2279
三連単,3,15,14,0.0113%,2263,3-15-14,5162,2275,0.5852357456,2280
三連単,9,15,13,0.0352%,672,9-15-13,1659.6,2852,0.5845748842,2281
三連単,5,3,6,0.0051%,3201,5-3-6,11365.7,1753,0.5843788725,2282
三連単,11,6,9,0.0037%,3444,11-6-9,15622.8,1500,0.5841547301,2283
三連単,5,1,6,0.0070%,2871,5-1-6,8357.7,1974,0.5839443728,2284
三連単,3,17,7,0.0041%,3389,3-17-7,14354.7,1574,0.5835270115,2285
三連単,9,7,14,0.0322%,794,9-7-14,1808.2,2821,0.5828478453,2286
三連単,11,1,7,0.0269%,1011,11-1-7,2162.5,2744,0.5810439572,2287
三連単,10,3,1,0.0089%,2588,10-3-1,6535.4,2143,0.5808864346,2288
三連単,2,12,6,0.0015%,3901,2-12-6,38613.6,890,0.5799300124,2289
三連単,1,10,4,0.0113%,2268,1-10-4,5120.1,2282,0.5790572864,2290
三連単,9,8,2,0.0192%,1516,9-8-2,3021,2587,0.5789893667,2291
三連単,9,11,5,0.0237%,1215,9-11-5,2442.6,2698,0.5788393827,2292
三連単,13,5,8,0.0234%,1235,13-5-8,2469.2,2692,0.5787144336,2293
三連単,10,1,13,0.0121%,2165,10-1-13,4764.2,2319,0.5782835767,2294
三連単,2,4,10,0.0071%,2843,2-4-10,8097.5,1988,0.5776221103,2295
三連単,3,7,17,0.0056%,3108,3-7-17,10270,1820,0.5764572201,2296
三連単,17,13,1,0.0110%,2307,17-13-1,5235.3,2266,0.5763150425,2297
三連単,11,7,3,0.0155%,1833,11-7-3,3707.5,2467,0.5761877793,2298
三連単,13,12,2,0.0076%,2764,13-12-2,7531.9,2050,0.5750664832,2299
三連単,11,14,3,0.0157%,1819,11-14-3,3649.4,2474,0.5738378437,2300
三連単,3,7,8,0.0130%,2099,3-7-8,4412.4,2360,0.5735478598,2301
三連単,5,11,9,0.0139%,1997,5-11-9,4112.8,2403,0.5728007689,2302
三連単,14,9,2,0.0248%,1129,14-9-2,2303.9,2722,0.5712582612,2303
三連単,4,13,3,0.0596%,220,4-13-3,956.8,3042,0.5700762032,2304
三連単,3,11,8,0.0079%,2729,3-11-8,7247.9,2076,0.5691751194,2305
三連単,14,6,13,0.0046%,3293,14-6-13,12332.6,1699,0.5666797734,2306
三連単,14,11,9,0.0179%,1635,14-11-9,3160.3,2562,0.5663248278,2307
三連単,6,11,5,0.0014%,3918,6-11-5,39475.5,875,0.5662702815,2308
三連単,1,13,8,0.0654%,157,1-13-8,865.3,3072,0.5662634171,2309
三連単,1,17,11,0.0076%,2763,1-17-11,7405.8,2060,0.5659007485,2310
三連単,9,1,10,0.0253%,1101,9-1-10,2236.3,2734,0.5656491177,2311
三連単,3,14,5,0.0162%,1775,3-14-5,3478.5,2500,0.5648423943,2312
三連単,11,7,1,0.0238%,1209,11-7-1,2370,2710,0.5638611919,2313
三連単,6,5,4,0.0021%,3762,6-5-4,26714.5,1161,0.5626101523,2314
三連単,5,3,14,0.0143%,1952,5-3-14,3924.7,2433,0.5623856984,2315
三連単,8,7,2,0.0127%,2124,8-7-2,4425.6,2359,0.5623523064,2316
三連単,1,6,14,0.0071%,2840,1-6-14,7846,2022,0.5603003078,2317
三連単,5,7,11,0.0129%,2106,5-7-11,4332.4,2373,0.5594908869,2318
三連単,6,14,17,0.0008%,4017,6-14-17,66485.1,541,0.5586149594,2319
三連単,6,10,7,0.0006%,4042,6-10-7,89318.4,391,0.5575720938,2320
三連単,3,6,10,0.0015%,3904,3-6-10,37310.2,907,0.5570809887,2321
三連単,5,8,2,0.0107%,2343,5-8-2,5189.2,2270,0.556895319,2322
三連単,13,15,6,0.0069%,2876,13-15-6,8009.5,1997,0.555304769,2323
三連単,2,14,10,0.0062%,3030,2-14-10,8977.1,1919,0.552151515,2324
三連単,1,17,9,0.0136%,2033,1-17-9,4041.3,2416,0.5512542926,2325
三連単,3,9,8,0.0205%,1403,3-9-8,2687.6,2645,0.5499206774,2326
三連単,11,7,13,0.0239%,1200,11-7-13,2298.5,2723,0.5495583336,2327
三連単,7,14,2,0.0216%,1348,7-14-2,2546,2678,0.5490264461,2328
三連単,3,8,9,0.0148%,1903,3-8-9,3716.9,2466,0.548851069,2329
三連単,9,1,8,0.0343%,709,9-1-8,1599.5,2873,0.5482107409,2330
