馬券種類,馬1,馬2,馬3,確率,確率順位,key,３連単オッズ,オッズ順位,期待値,期待値順位
三連単,8,7,12,0.0180%,1628,8-7-12,61835.8,577,11.15295617,214
三連単,8,15,10,0.0117%,2213,8-15-10,95080.9,369,11.13810496,215
三連単,4,17,10,0.0084%,2651,4-17-10,131978,216,11.13434756,216
三連単,11,4,12,0.0212%,1362,11-4-12,52322.6,674,11.1177056,217
三連単,17,15,12,0.0050%,3232,17-15-12,221063.1,62,11.00227654,218
三連単,8,12,4,0.0096%,2471,8-12-4,114838,268,10.99262311,219
三連単,4,12,13,0.0317%,813,4-12-13,34541.1,965,10.9571808,220
三連単,12,11,15,0.0109%,2322,12-11-15,100483.2,339,10.95133912,221
三連単,10,12,14,0.0044%,3317,10-12-14,245625.7,34,10.8880111,222
三連単,15,11,8,0.0275%,985,15-11-8,39475.5,875,10.85431928,223
三連単,17,12,5,0.0037%,3467,17-12-5,294750.9,9,10.80274172,224
三連単,15,4,17,0.0231%,1263,15-4-17,46785.8,753,10.78965155,225
三連単,15,2,12,0.0173%,1689,15-2-12,62271.3,574,10.78318436,226
三連単,15,17,8,0.0106%,2361,15-17-8,101638.2,331,10.76783761,227
三連単,12,1,15,0.0195%,1488,12-1-15,55265.7,638,10.755799,228
三連単,8,12,9,0.0120%,2181,8-12-9,89318.4,391,10.70362656,229
三連単,17,8,5,0.0064%,2984,17-8-5,166840.1,140,10.70315796,230
三連単,4,12,1,0.0316%,818,4-12-1,33750.1,985,10.65349967,231
三連単,8,13,12,0.0261%,1054,8-13-12,40748.9,846,10.63616234,232
三連単,12,14,3,0.0187%,1567,12-14-3,56682.8,622,10.57649732,233
三連単,15,8,1,0.0512%,317,15-8-1,20611.9,1320,10.55431266,234
三連単,15,4,6,0.0194%,1491,15-4-6,54248.6,650,10.54746641,235
三連単,5,14,12,0.0176%,1672,5-14-12,59746.8,597,10.50437274,236
三連単,10,13,12,0.0123%,2154,10-13-12,85024.2,421,10.48483032,237
三連単,15,12,13,0.0294%,899,15-12-13,35655.3,942,10.48211244,238
三連単,15,5,6,0.0175%,1677,15-5-6,59746.8,597,10.47344132,239
三連単,4,3,12,0.0381%,583,4-3-12,27461.2,1139,10.45840523,240
三連単,12,5,7,0.0313%,827,12-5-7,33368,995,10.43336404,241
三連単,12,3,7,0.0235%,1232,12-3-7,44434.8,783,10.42587637,242
三連単,14,10,12,0.0054%,3141,14-10-12,192228.8,96,10.38442322,243
三連単,10,12,7,0.0059%,3073,10-12-7,176850.5,121,10.38054124,244
三連単,4,7,10,0.0362%,630,4-7-10,28616.5,1107,10.37156373,245
三連単,15,6,8,0.0071%,2849,15-6-8,144959.4,186,10.26891661,246
三連単,10,12,4,0.0045%,3302,10-12-4,226731.4,55,10.25361891,247
三連単,12,17,14,0.0052%,3189,12-17-14,196500.6,87,10.20901859,248
三連単,10,8,7,0.0103%,2388,10-8-7,99354.2,345,10.20780999,249
三連単,5,12,10,0.0066%,2956,5-12-10,155132,168,10.20006985,250
三連単,15,11,10,0.0203%,1415,15-11-10,50241.6,704,10.19511593,251
三連単,9,12,8,0.0159%,1806,9-12-8,64076.2,557,10.19509912,252
三連単,4,1,12,0.0518%,306,4-1-12,19650,1358,10.16938971,253
三連単,15,4,7,0.0718%,105,15-4-7,14170.7,1584,10.16762129,254
三連単,10,8,12,0.0075%,2785,10-8-12,136038.8,205,10.16199077,255
三連単,12,11,17,0.0057%,3094,12-11-17,176850.5,121,10.14925315,256
三連単,12,13,5,0.0393%,557,12-13-5,25705,1188,10.1036742,257
三連単,8,17,12,0.0042%,3367,8-17-12,238987.2,39,10.03367798,258
三連単,5,15,12,0.0149%,1885,5-15-12,66988.8,533,10.00675578,259
三連単,15,4,5,0.0659%,151,15-4-5,15167.2,1515,10.00121069,260
三連単,11,14,12,0.0183%,1596,11-14-12,54583.5,645,10.00038191,261
三連単,15,13,10,0.0486%,358,15-13-10,20564,1321,9.995774078,262
三連単,17,8,10,0.0038%,3429,17-8-10,260074.3,21,9.972568572,263
三連単,12,1,14,0.0241%,1186,12-1-14,41320.2,837,9.949452465,264
三連単,17,9,12,0.0091%,2551,17-9-12,109167,293,9.948963625,265
三連単,12,4,3,0.0216%,1345,12-4-3,45816.2,770,9.914716062,266
三連単,10,8,15,0.0063%,3015,10-8-15,157902.2,160,9.902521798,267
三連単,15,10,7,0.0148%,1902,15-10-7,66988.8,533,9.896845033,268
三連単,12,13,14,0.0323%,793,12-13-14,30596.9,1055,9.882824681,269
三連単,12,10,9,0.0069%,2884,12-10-9,142621.4,189,9.823276031,270
三連単,12,11,14,0.0135%,2048,12-11-14,72479.7,501,9.773270559,271
三連単,17,14,12,0.0059%,3074,17-14-12,166840.1,140,9.773072356,272
三連単,8,3,12,0.0143%,1954,8-3-12,68019.4,523,9.73976739,273
三連単,15,17,10,0.0078%,2734,15-17-10,124542.6,239,9.737404569,274
三連単,8,5,10,0.0144%,1944,8-5-10,67500.2,529,9.731353267,275
三連単,7,12,8,0.0155%,1835,7-12-8,62712.9,568,9.727426632,276
三連単,17,7,12,0.0058%,3083,17-7-12,166840.1,140,9.659313887,277
三連単,10,12,9,0.0057%,3103,10-12-9,170048.5,131,9.627479525,278
三連単,1,15,12,0.0380%,587,1-15-12,25336.7,1194,9.620761854,279
三連単,12,6,14,0.0035%,3509,12-6-14,276328.9,15,9.599599943,280
三連単,8,12,10,0.0068%,2909,8-12-10,140357.5,198,9.578924504,281
三連単,14,8,10,0.0148%,1899,14-8-10,64543.9,553,9.557864898,282
三連単,12,1,17,0.0102%,2391,12-1-17,93079.2,376,9.538798328,283
三連単,15,1,10,0.0362%,631,15-1-10,26238.9,1173,9.507964759,284
三連単,12,9,11,0.0251%,1111,12-9-11,37788.5,903,9.499206627,285
三連単,12,3,5,0.0216%,1349,12-3-5,43992.6,793,9.486108242,286
三連単,12,17,9,0.0066%,2940,12-17-9,142621.4,189,9.463893792,287
三連単,12,6,8,0.0034%,3517,12-6-8,276328.9,15,9.461402996,288
三連単,4,10,8,0.0119%,2199,4-10-8,79662.4,452,9.452558046,289
三連単,8,14,10,0.0138%,2015,8-14-10,68546.7,521,9.450808118,290
三連単,14,9,12,0.0352%,673,14-9-12,26714.5,1161,9.402202665,291
三連単,7,15,12,0.0260%,1059,7-15-12,35799.7,938,9.310297742,292
三連単,11,7,12,0.0181%,1620,11-7-12,51410,689,9.309320337,293
三連単,12,3,14,0.0177%,1661,12-3-14,52322.6,674,9.271280082,294
三連単,12,5,1,0.0299%,877,12-5-1,31026.4,1044,9.267203854,295
三連単,11,12,8,0.0093%,2521,11-12-8,99354.2,345,9.224311537,296
三連単,10,8,4,0.0079%,2723,10-8-4,116349,263,9.210024764,297
三連単,12,6,15,0.0028%,3630,12-6-15,327501,6,9.195803713,298
三連単,12,10,13,0.0069%,2895,12-10-13,133977.6,211,9.184305688,299
三連単,12,10,4,0.0055%,3132,12-10-4,166840.1,140,9.179051323,300
三連単,15,1,8,0.0491%,351,15-1-8,18537.7,1401,9.102150963,301
三連単,15,10,5,0.0136%,2039,15-10-5,66988.8,533,9.095275846,302
三連単,17,5,10,0.0046%,3285,17-5-10,196500.6,87,9.093433306,303
三連単,12,14,2,0.0153%,1856,12-14-2,59345.8,602,9.089800585,304
三連単,1,8,12,0.0387%,569,1-8-12,23454.9,1238,9.082151575,305
三連単,10,3,12,0.0068%,2919,10-3-12,133977.6,211,9.063538137,306
三連単,14,12,4,0.0119%,2198,14-12-4,76228.6,474,9.045354217,307
三連単,12,10,1,0.0068%,2910,12-10-1,131978,216,9.002647555,308
三連単,15,3,10,0.0267%,1025,15-3-10,33750.1,985,8.999753634,309
三連単,12,17,13,0.0066%,2948,12-17-13,136038.8,205,8.984428126,310
三連単,8,4,10,0.0160%,1799,8-4-10,55965.3,629,8.948945788,311
三連単,15,7,6,0.0166%,1748,15-7-6,53917.8,657,8.933801478,312
三連単,7,17,12,0.0070%,2858,7-17-12,126321.8,230,8.895646801,313
三連単,12,3,4,0.0181%,1625,12-3-4,49125.1,710,8.880646533,314
三連単,11,8,10,0.0120%,2180,11-8-10,73687.7,496,8.83749391,315
三連単,15,17,5,0.0131%,2086,15-17-5,67500.2,529,8.829421437,316
三連単,17,5,8,0.0063%,3016,17-5-8,140357.5,198,8.801280753,317
三連単,8,12,6,0.0034%,3530,8-12-6,260074.3,21,8.755741245,318
三連単,12,10,3,0.0045%,3313,12-10-3,196500.6,87,8.755714872,319
三連単,12,7,4,0.0228%,1290,12-7-4,38445.7,892,8.754334425,320
三連単,8,7,10,0.0136%,2034,8-7-10,64076.2,557,8.73160955,321
三連単,12,11,6,0.0048%,3252,12-11-6,180459.7,115,8.731206922,322
三連単,7,12,14,0.0157%,1817,7-12-14,55265.7,638,8.697498217,323
三連単,12,13,15,0.0261%,1053,12-13-15,33242.5,999,8.678558142,324
三連単,17,4,8,0.0070%,2874,17-4-8,124542.6,239,8.66189751,325
三連単,7,10,12,0.0073%,2809,7-10-12,117900.3,260,8.617883638,326
三連単,14,12,6,0.0042%,3371,14-12-6,205640.1,76,8.582132267,327
三連単,12,7,15,0.0180%,1627,12-7-15,47540.4,744,8.576254793,328
三連単,8,12,5,0.0114%,2258,8-12-5,74936.6,484,8.556122846,329
三連単,11,12,10,0.0069%,2898,11-12-10,124542.6,239,8.53334715,330
三連単,12,9,13,0.0447%,443,12-9-13,19098.3,1385,8.529576741,331
三連単,10,8,5,0.0094%,2490,10-8-5,90229.8,389,8.519526273,332
三連単,12,6,5,0.0042%,3361,12-6-5,200966.5,81,8.495883662,333
三連単,7,9,12,0.0476%,379,7-9-12,17827.6,1429,8.489795521,334
三連単,14,12,15,0.0094%,2498,14-12-15,90229.8,389,8.482368054,335
三連単,12,6,4,0.0035%,3496,12-6-4,238987.2,39,8.470171816,336
三連単,9,12,10,0.0117%,2211,9-12-10,71890.4,504,8.441494829,337
三連単,4,12,3,0.0206%,1392,4-12-3,40937.6,843,8.441092026,338
三連単,5,8,12,0.0152%,1865,5-8-12,55265.7,638,8.418651318,339
三連単,15,14,5,0.0569%,249,15-14-5,14737.5,1550,8.379157116,340
三連単,11,12,7,0.0125%,2145,11-12-7,66988.8,533,8.355770044,341
三連単,4,5,17,0.0224%,1307,4-5-17,36998,916,8.300890601,342
三連単,12,5,13,0.0300%,873,12-5-13,27632.8,1134,8.294451153,343
三連単,10,11,12,0.0051%,3197,10-11-12,160773.2,153,8.276607855,344
三連単,15,7,17,0.0197%,1468,15-7-17,41907.7,823,8.236291407,345
三連単,17,12,4,0.0031%,3568,17-12-4,267955.3,17,8.233299156,346
三連単,12,17,11,0.0037%,3454,12-17-11,221063.1,62,8.217482993,347
三連単,8,12,17,0.0040%,3401,8-12-17,205640.1,76,8.211774788,348
三連単,10,7,8,0.0087%,2613,10-7-8,94069.4,373,8.206197461,349
三連単,10,5,8,0.0092%,2529,10-5-8,88425.2,397,8.160941407,350
三連単,12,8,2,0.0133%,2069,12-8-2,61406.4,582,8.149094932,351
三連単,12,1,5,0.0293%,902,12-1-5,27632.8,1134,8.09691764,352
三連単,7,8,10,0.0200%,1434,7-8-10,40376.8,856,8.090202111,353
三連単,4,8,7,0.0578%,241,4-8-7,13925.2,1593,8.05430682,354
三連単,4,14,8,0.0497%,341,4-14-8,16106.6,1483,8.003181732,355
三連単,8,1,12,0.0195%,1489,8-1-12,41128,840,8.002759418,356
三連単,15,8,13,0.0515%,312,15-8-13,15540.4,1502,7.996861098,357
三連単,12,13,7,0.0428%,487,12-13-7,18694.5,1397,7.995699699,358
三連単,8,15,5,0.0196%,1476,8-15-5,40748.9,846,7.986119646,359
三連単,17,12,15,0.0024%,3706,17-12-15,327501,6,7.972300455,360
三連単,15,13,8,0.0659%,152,15-13-8,12096.4,1713,7.967300941,361
三連単,5,9,12,0.0274%,992,5-9-12,29087.2,1090,7.956337297,362
三連単,12,7,3,0.0184%,1584,12-7-3,43134.2,805,7.954767323,363
三連単,4,8,14,0.0437%,459,4-8-14,18157.1,1411,7.931115182,364
三連単,12,1,4,0.0246%,1150,12-1-4,32154.6,1016,7.898973023,365
三連単,1,12,8,0.0226%,1297,1-12-8,34813,956,7.884202361,366
三連単,15,14,7,0.0619%,194,15-14-7,12704.7,1678,7.859986951,367
三連単,8,12,1,0.0119%,2196,8-12-1,65989,542,7.831746361,368
三連単,17,8,7,0.0070%,2872,17-8-7,111930.7,281,7.813427887,369
三連単,17,13,12,0.0084%,2663,17-13-12,93079.2,376,7.798615991,370
三連単,9,15,12,0.0267%,1024,9-15-12,29183.2,1086,7.785216934,371
三連単,1,12,10,0.0167%,1738,1-12-10,46539.6,757,7.77844371,372
三連単,12,15,13,0.0244%,1162,12-15-13,31807.6,1021,7.757887986,373
三連単,15,10,4,0.0114%,2261,15-10-4,68019.4,523,7.742463468,374
三連単,7,15,10,0.0196%,1469,7-15-10,39300.1,877,7.721921557,375
三連単,8,5,17,0.0084%,2653,8-5-17,91160,386,7.689898241,376
三連単,4,15,7,0.0567%,251,4-15-7,13541.3,1618,7.680532713,377
三連単,15,4,14,0.0542%,270,15-4-14,14035.7,1589,7.605419576,378
三連単,7,12,17,0.0067%,2933,7-12-17,113365.7,273,7.593195919,379
三連単,10,14,8,0.0088%,2599,10-14-8,85849.7,414,7.577347522,380
三連単,8,17,5,0.0053%,3167,8-17-5,142621.4,189,7.568671585,381
三連単,12,5,3,0.0195%,1483,12-5-3,38783,888,7.566895801,382
三連単,17,4,10,0.0051%,3204,17-4-10,147375.4,181,7.564389167,383
三連単,15,5,7,0.0647%,163,15-5-7,11681,1732,7.556544071,384
三連単,10,15,7,0.0101%,2410,10-15-7,74936.6,484,7.549958886,385
三連単,10,12,13,0.0056%,3106,10-12-13,133977.6,211,7.549435448,386
三連単,14,12,17,0.0050%,3236,14-12-17,152457.3,175,7.54691337,387
三連単,4,15,5,0.0521%,300,4-15-5,14472.2,1562,7.543704087,388
三連単,15,8,3,0.0334%,743,15-8-3,22500,1267,7.525813832,389
三連単,17,12,7,0.0040%,3402,17-12-7,188138.8,103,7.503054785,390
三連単,17,12,8,0.0030%,3597,17-12-8,252643.6,27,7.499486007,391
三連単,15,5,4,0.0498%,337,15-5-4,15012.7,1529,7.482621854,392
三連単,10,8,14,0.0078%,2742,10-8-14,96114.4,365,7.45754443,393
三連単,11,17,12,0.0042%,3363,11-17-12,176850.5,121,7.454391008,394
三連単,15,14,6,0.0168%,1733,15-14-6,44434.8,783,7.449243985,395
三連単,11,12,5,0.0115%,2251,11-12-5,64543.9,553,7.398754038,396
三連単,12,6,7,0.0046%,3289,12-6-7,160773.2,153,7.395702599,397
三連単,15,5,14,0.0489%,355,15-5-14,15063.9,1522,7.359387371,398
三連単,12,13,9,0.0413%,515,12-13-9,17827.6,1429,7.354642954,399
三連単,15,3,8,0.0361%,632,15-3-8,20281,1331,7.328096296,400
三連単,10,1,12,0.0092%,2535,10-1-12,78951.1,457,7.257885959,401
三連単,12,6,13,0.0044%,3323,12-6-13,163750.5,147,7.231310229,402
三連単,10,5,17,0.0040%,3403,10-5-17,180459.7,115,7.191943913,403
三連単,8,17,10,0.0032%,3553,8-17-10,226731.4,55,7.19191813,404
三連単,12,17,1,0.0066%,2957,12-17-1,109167,293,7.174201843,405
三連単,4,17,5,0.0141%,1980,4-17-5,50819.1,696,7.172855817,406
三連単,12,4,2,0.0178%,1653,12-4-2,40376.8,856,7.172439781,407
三連単,4,15,6,0.0154%,1851,4-15-6,46539.6,757,7.152949984,408
三連単,7,4,12,0.0355%,657,7-4-12,20142.4,1339,7.150401322,409
三連単,12,1,6,0.0086%,2624,12-1-6,82640.4,439,7.140024338,410
三連単,15,9,5,0.0885%,46,15-9-5,8053.3,1991,7.123709289,411
三連単,15,8,2,0.0275%,989,15-8-2,25931.1,1179,7.119765526,412
三連単,4,15,17,0.0182%,1607,4-15-17,38953.8,885,7.101434989,413
三連単,12,9,3,0.0290%,915,12-9-3,24426.8,1213,7.091089056,414
三連単,12,11,9,0.0172%,1696,12-11-9,41128,840,7.083145681,415
三連単,10,12,1,0.0056%,3109,10-12-1,126321.8,230,7.082965994,416
三連単,14,17,12,0.0052%,3188,14-17-12,136038.8,205,7.080113616,417
三連単,5,12,8,0.0089%,2584,5-12-8,78951.1,457,7.034061887,418
三連単,8,15,7,0.0213%,1358,8-15-7,32871.8,1003,7.010101458,419
三連単,15,6,10,0.0052%,3184,15-6-10,133977.6,211,7.004291187,420
三連単,17,8,4,0.0054%,3144,17-8-4,128152.5,224,6.892412598,421
三連単,10,12,3,0.0037%,3468,10-12-3,188138.8,103,6.890872988,422
三連単,8,12,3,0.0078%,2744,8-12-3,88425.2,397,6.855231758,423
三連単,15,17,7,0.0142%,1962,15-17-7,48057.2,729,6.840164487,424
三連単,9,5,12,0.0328%,775,9-5-12,20757.1,1312,6.814823958,425
三連単,5,12,17,0.0038%,3426,5-12-17,176850.5,121,6.803872139,426
三連単,11,12,4,0.0096%,2467,11-12-4,70740.2,512,6.798331861,427
三連単,10,8,17,0.0033%,3535,10-8-17,205640.1,76,6.790776782,428
三連単,5,17,12,0.0040%,3394,5-17-12,166840.1,140,6.748489664,429
三連単,4,7,17,0.0212%,1363,4-7-17,31807.6,1021,6.745384703,430
三連単,4,17,7,0.0154%,1852,4-17-7,43774.8,797,6.723109691,431
三連単,15,5,9,0.0624%,188,15-5-9,10757.3,1787,6.712318694,432
三連単,12,10,11,0.0039%,3423,12-10-11,173382.8,130,6.689829668,433
三連単,15,9,7,0.0963%,26,15-9-7,6919,2099,6.659728676,434
三連単,12,17,3,0.0043%,3352,12-17-3,155132,168,6.659515456,435
三連単,12,17,5,0.0063%,3008,12-17-5,105268.1,310,6.655412221,436
三連単,12,10,8,0.0053%,3164,12-10-8,124542.6,239,6.619526704,437
三連単,8,4,17,0.0094%,2507,8-4-17,70740.2,512,6.618619611,438
三連単,14,5,10,0.0179%,1640,14-5-10,36998,916,6.612083721,439
三連単,12,9,1,0.0444%,449,12-9-1,14861.3,1540,6.604563806,440
三連単,10,15,5,0.0093%,2525,10-15-5,71310.7,508,6.602743202,441
三連単,4,8,6,0.0157%,1824,4-8-6,41907.7,823,6.56828688,442
三連単,4,9,10,0.0571%,247,4-9-10,11498.7,1745,6.560200273,443
三連単,11,10,12,0.0044%,3332,11-10-12,149873.3,178,6.557172928,444
三連単,8,15,6,0.0058%,3086,8-15-6,113365.7,273,6.551097306,445
三連単,14,6,12,0.0035%,3508,14-6-12,188138.8,103,6.547304156,446
三連単,14,11,12,0.0135%,2045,14-11-12,48319.8,723,6.52688534,447
三連単,8,12,11,0.0067%,2930,8-12-11,97170.6,360,6.523224027,448
三連単,14,15,10,0.0145%,1928,14-15-10,44885.9,778,6.518082854,449
三連単,8,15,4,0.0164%,1761,8-15-4,39652.5,874,6.515131529,450
三連単,17,12,14,0.0030%,3582,17-12-14,215671.3,66,6.495508383,451
三連単,15,10,14,0.0112%,2291,15-10-14,57794.2,613,6.448220381,452
三連単,1,14,12,0.0447%,442,1-14-12,14425,1568,6.446731891,453
三連単,12,17,10,0.0038%,3436,12-17-10,170048.5,131,6.426123685,454
三連単,11,15,8,0.0159%,1804,11-15-8,40193.3,860,6.405282548,455
三連単,10,4,15,0.0084%,2659,10-4-15,76228.6,474,6.399040281,456
三連単,8,11,10,0.0082%,2684,8-11-10,77566,465,6.385690742,457
三連単,10,5,7,0.0124%,2149,10-5-7,51410,689,6.374532838,458
三連単,12,7,5,0.0272%,1000,12-7-5,23331.2,1240,6.336942198,459
三連単,7,12,6,0.0056%,3104,7-12-6,111930.7,281,6.320601472,460
三連単,17,11,12,0.0035%,3506,17-11-12,180459.7,115,6.311971011,461
三連単,4,11,10,0.0219%,1331,4-11-10,28803,1101,6.306731997,462
三連単,10,4,17,0.0044%,3321,10-4-17,142621.4,189,6.304281805,463
三連単,4,8,5,0.0532%,286,4-8-5,11805.7,1727,6.275344554,464
三連単,8,12,13,0.0119%,2190,8-12-13,52322.6,674,6.240534874,465
三連単,7,11,12,0.0183%,1599,7-11-12,34141,974,6.23991802,466
三連単,11,9,12,0.0285%,933,11-9-12,21887.4,1286,6.238859071,467
三連単,7,12,9,0.0201%,1431,7-12-9,30917.9,1046,6.214607574,468
三連単,15,14,4,0.0477%,378,15-14-4,13003.7,1654,6.198350753,469
三連単,12,3,9,0.0226%,1298,12-3-9,27376.2,1142,6.195674568,470
三連単,17,7,8,0.0059%,3065,17-7-8,104029.7,316,6.165907096,471
三連単,12,3,11,0.0127%,2127,12-3-11,48585.3,718,6.159673851,472
三連単,15,10,9,0.0143%,1959,15-10-9,43134.2,805,6.146705584,473
三連単,8,15,17,0.0069%,2896,8-15-17,89318.4,391,6.122193535,474
三連単,11,12,15,0.0076%,2765,11-12-15,80386.6,449,6.120391749,475
三連単,11,15,10,0.0118%,2209,11-15-10,52014.8,680,6.117377968,476
三連単,15,7,5,0.0562%,257,15-7-5,10836.4,1785,6.089430923,477
三連単,10,4,5,0.0126%,2130,10-4-5,48057.2,729,6.073837793,478
三連単,15,9,6,0.0261%,1056,15-9-6,23208.7,1247,6.053347121,479
三連単,7,15,8,0.0266%,1028,7-15-8,22731.4,1261,6.052073029,480
三連単,15,7,14,0.0462%,411,15-7-14,13100,1645,6.049297103,481
三連単,10,12,8,0.0044%,3335,10-12-8,138164.4,201,6.036334691,482
三連単,15,2,10,0.0131%,2085,15-2-10,46054.8,765,6.025339832,483
三連単,10,15,4,0.0078%,2741,10-15-4,77566,465,6.021071636,484
三連単,17,1,12,0.0062%,3021,17-1-12,96114.4,365,6.00325036,485
三連単,14,12,9,0.0149%,1895,14-12-9,40376.8,856,5.998101732,486
三連単,15,7,4,0.0471%,388,15-7-4,12723,1675,5.993960809,487
三連単,10,4,7,0.0138%,2019,10-4-7,43559.2,801,5.990533704,488
三連単,10,8,11,0.0056%,3119,10-8-11,107835.6,299,5.986486307,489
三連単,10,17,8,0.0020%,3782,10-17-8,294750.9,9,5.985276733,490
三連単,17,12,9,0.0038%,3427,17-12-9,155132,168,5.967428603,491
三連単,4,10,17,0.0051%,3205,4-10-17,116349,263,5.961567607,492
三連単,12,13,11,0.0231%,1255,12-13-11,25779.9,1184,5.957819431,493
三連単,8,4,15,0.0178%,1652,8-4-15,33494.4,992,5.951402436,494
三連単,8,6,12,0.0028%,3631,8-6-12,210536.3,70,5.910431881,495
三連単,9,12,5,0.0196%,1471,9-12-5,30076.6,1063,5.908525297,496
三連単,5,8,17,0.0067%,2926,5-8-17,87549.7,404,5.895724135,497
三連単,9,4,12,0.0364%,627,9-4-12,15961.2,1486,5.812170763,498
三連単,17,3,12,0.0046%,3290,17-3-12,126321.8,230,5.806172304,499
三連単,15,4,9,0.0692%,122,15-4-9,8389.4,1971,5.806107219,500
三連単,15,14,17,0.0199%,1445,15-14-17,29183.2,1086,5.803040802,501
三連単,4,9,8,0.0773%,81,4-9-8,7506.3,2053,5.802838953,502
三連単,14,1,12,0.0241%,1183,14-1-12,24028.6,1218,5.795922304,503
三連単,10,14,7,0.0119%,2200,10-14-7,48853.7,714,5.793118805,504
三連単,11,12,14,0.0094%,2495,11-12-14,61406.4,582,5.784408586,505
三連単,12,6,11,0.0025%,3694,12-6-11,232698,46,5.783915253,506
三連単,4,8,9,0.0558%,261,4-8-9,10366.3,1814,5.783311614,507
三連単,15,10,17,0.0047%,3267,15-10-17,121130.5,252,5.75192724,508
三連単,5,12,14,0.0090%,2557,5-12-14,63615.3,561,5.750520721,509
三連単,12,10,14,0.0054%,3143,12-10-14,106536.4,307,5.745192982,510
三連単,4,12,2,0.0169%,1715,4-12-2,33879.4,980,5.734370716,511
三連単,4,10,5,0.0147%,1918,4-10-5,39126.2,881,5.732173039,512
三連単,4,10,7,0.0159%,1803,4-10-7,35945.2,934,5.730248035,513
三連単,1,4,12,0.0518%,304,1-4-12,11053.1,1775,5.72899619,514
三連単,5,4,12,0.0204%,1408,5-4-12,28071.5,1122,5.72389609,515
三連単,14,15,8,0.0197%,1465,14-15-8,29087.2,1090,5.723452749,516
三連単,10,5,15,0.0076%,2773,10-5-15,75577.1,483,5.720082093,517
三連単,5,10,12,0.0042%,3366,5-10-12,136038.8,205,5.711569002,518
三連単,11,8,5,0.0201%,1433,11-8-5,28432.5,1112,5.704939914,519
三連単,15,17,4,0.0110%,2314,15-17-4,52014.8,680,5.704095803,520
三連単,4,15,14,0.0428%,485,4-15-14,13257.1,1636,5.678590601,521
三連単,7,4,10,0.0268%,1017,7-4-10,21154.3,1305,5.673687451,522
三連単,12,13,3,0.0267%,1022,12-13-3,21256,1300,5.672915716,523
三連単,15,10,2,0.0076%,2774,15-10-2,74936.6,484,5.670802527,524
三連単,12,11,3,0.0111%,2294,12-11-3,50819.1,696,5.662023009,525
三連単,4,10,15,0.0097%,2447,4-10-15,58174.5,608,5.660782325,526
三連単,5,15,10,0.0113%,2272,5-15-10,49957.7,706,5.6382079,527
三連単,15,9,17,0.0309%,839,15-9-17,18157.1,1411,5.617266037,528
三連単,10,11,8,0.0053%,3173,10-11-8,106536.4,307,5.614751416,529
三連単,12,3,13,0.0225%,1302,12-3-13,24838.5,1207,5.594783458,530
三連単,12,7,13,0.0284%,940,12-7-13,19650,1358,5.5751261,531
三連単,17,12,13,0.0038%,3431,17-12-13,144959.4,186,5.549766444,532
三連単,7,8,17,0.0117%,2212,7-8-17,47286.2,747,5.543831055,533
三連単,15,10,6,0.0040%,3400,15-10-6,138164.4,201,5.531237235,534
三連単,5,8,10,0.0115%,2241,5-8-10,48057.2,729,5.530862454,535
三連単,9,14,12,0.0314%,823,9-14-12,17614.5,1437,5.530603178,536
三連単,15,6,5,0.0087%,2610,15-6-5,63160.9,565,5.524363016,537
三連単,10,8,13,0.0099%,2432,10-8-13,55965.3,629,5.519932396,538
三連単,15,4,2,0.0368%,617,15-4-2,15012.7,1529,5.517506223,539
三連単,17,15,8,0.0051%,3211,17-15-8,107835.6,299,5.494425044,540
三連単,9,12,7,0.0214%,1357,9-12-7,25630.5,1191,5.478836403,541
三連単,17,7,10,0.0044%,3333,17-7-10,124542.6,239,5.447676539,542
三連単,14,4,10,0.0198%,1452,14-4-10,27461.2,1139,5.443327555,543
三連単,11,8,17,0.0070%,2867,11-8-17,77566,465,5.443191574,544
三連単,4,17,6,0.0042%,3373,4-17-6,130037.1,221,5.411838908,545
三連単,4,11,8,0.0297%,884,4-11-8,18232,1409,5.409376495,546
三連単,5,15,8,0.0153%,1860,5-15-8,35229.1,951,5.38748959,547
三連単,8,5,15,0.0160%,1795,8-5-15,33621.7,989,5.386193142,548
三連単,17,4,5,0.0086%,2634,17-4-5,62712.9,568,5.385272102,549
三連単,7,14,10,0.0231%,1254,7-14-10,23269.8,1243,5.381319187,550
三連単,14,12,1,0.0147%,1912,14-12-1,36539.3,926,5.375751773,551
三連単,14,7,10,0.0169%,1721,14-7-10,31807.6,1021,5.373043753,552
三連単,11,8,15,0.0133%,2063,11-8-15,40193.3,860,5.356509332,553
三連単,12,2,15,0.0070%,2864,12-2-15,76228.6,474,5.356358699,554
三連単,11,5,10,0.0145%,1934,11-5-10,36998,916,5.355090152,555
三連単,10,14,5,0.0109%,2323,10-14-5,49125.1,710,5.353496541,556
三連単,15,11,6,0.0100%,2413,15-11-6,53268.2,663,5.332257121,557
三連単,4,14,6,0.0181%,1623,4-14-6,29475,1076,5.331884432,558
